roll_no,county,lat2,long2
18689T,Waterford,52.26,-7.12355
18793O,Waterford,52.2511,-7.10333
19511G,Waterford,52.2396,-7.14482
19853L,Waterford,52.2292,-7.06154
19947U,Waterford,52.2558,-7.11679
19955T,Waterford,52.2539,-7.12556
20050D,Waterford,52.2627,-7.12841
20143K,Waterford,52.2561,-7.10018
20160K,Waterford,52.2568,-7.12776
20219R,Waterford,52.249,-7.13244
01395H,Waterford,52.0729,-7.82231
01711O,Waterford,52.1794,-7.54211
01767S,Waterford,52.139,-7.46624
02889O,Waterford,52.0106,-7.81808
05548D,Waterford,52.0064,-7.63916
07441S,Waterford,52.0082,-7.77144
07737Q,Waterford,52.0877,-7.84553
11969N,Waterford,52.3313,-7.40312
13020D,Waterford,52.1372,-7.4659
13635R,Waterford,52.2321,-7.26817
14164J,Waterford,52.1394,-7.92937
14568K,Waterford,52.1649,-7.00469
14679T,Waterford,52.2226,-7.17939
14989L,Waterford,52.2313,-6.97309
15318P,Waterford,52.0699,-7.67751
15540Q,Waterford,52.1416,-8.05037
15963V,Waterford,52.3056,-7.49906
16732H,Waterford,52.0874,-7.62216
16748W,Waterford,52.1765,-7.33357
16818R,Waterford,52.0486,-7.58846
16950R,Waterford,52.0981,-7.67893
17133N,Waterford,52.2212,-7.38897
17159I,Waterford,52.1137,-7.5644
17295Q,Waterford,52.0477,-7.57491
17522B,Waterford,52.0535,-7.89109
17525H,Waterford,52.1532,-6.99681
17535K,Waterford,52.1611,-7.22919
17536M,Waterford,52.173,-7.26237
17570M,Waterford,52.2202,-7.45614
17643N,Waterford,52.191,-7.65526
17997C,Waterford,51.9811,-7.74293
18048E,Waterford,51.9508,-7.7305
18077L,Waterford,52.1433,-7.36013
18094L,Waterford,52.0897,-7.61066
18108T,Waterford,52.1025,-7.77755
18167M,Waterford,52.154,-7.38263
18318H,Waterford,51.9668,-7.80797
18321T,Waterford,52.1485,-7.75368
18380M,Waterford,52.2616,-7.00206
18488J,Waterford,52.1396,-7.64501
18779U,Waterford,52.2027,-7.71448
19345P,Waterford,52.2816,-7.73986
19443P,Waterford,52.2791,-7.43876
19616U,Waterford,52.0908,-8.00331
19629G,Waterford,52.1602,-7.1651
19726E,Waterford,52.1289,-7.4636
19814B,Waterford,52.1003,-7.59432
19885B,Waterford,52.1684,-7.14519
19953P,Waterford,52.0872,-7.625
19970P,Waterford,52.2901,-7.31438
20076V,Waterford,52.1381,-7.92504
20116H,Waterford,52.1656,-7.15258
20157V,Waterford,52.1454,-7.83843
20170N,Waterford,52.2051,-7.41659
20261Q,Waterford,52.2526,-7.10097
00934G,Westmeath,53.5282,-7.34178
00941D,Westmeath,53.5965,-7.58768
01731U,Westmeath,53.5845,-7.53555
02263S,Westmeath,53.6109,-7.03651
03936C,Westmeath,53.6997,-7.37155
05513H,Westmeath,53.6814,-7.29531
05916G,Westmeath,53.3886,-7.37491
07722D,Westmeath,53.4214,-7.9419
08037Q,Westmeath,53.5345,-7.79226
08100U,Westmeath,53.5328,-7.16883
10857U,Westmeath,53.6793,-7.30143
13571R,Westmeath,53.4762,-7.74812
14450K,Westmeath,53.6772,-7.2215
15291V,Westmeath,53.4294,-7.55919
15307K,Westmeath,53.4349,-7.38469
15512L,Westmeath,53.3974,-7.72345
16092U,Westmeath,53.432,-7.93829
16304J,Westmeath,53.4424,-7.24737
16340N,Westmeath,53.4078,-7.46182
16639R,Westmeath,53.4234,-7.9532
16838A,Westmeath,53.4827,-7.32544
16868J,Westmeath,53.6497,-7.21719
16914N,Westmeath,53.4846,-7.19029
16961W,Westmeath,53.4252,-7.64414
17025K,Westmeath,53.507,-7.24216
17089N,Westmeath,53.6639,-7.01299
17102C,Westmeath,53.3969,-7.88556
17167H,Westmeath,53.3967,-7.72744
17182D,Westmeath,53.4434,-7.49454
17189R,Westmeath,53.6531,-7.51958
17236A,Westmeath,53.4616,-7.59368
17290G,Westmeath,53.4699,-7.45971
17327D,Westmeath,53.5295,-7.29002
17432A,Westmeath,53.5347,-7.62557
17606H,Westmeath,53.7536,-7.33182
17708P,Westmeath,53.4336,-7.84154
17743R,Westmeath,53.7772,-7.37508
17806P,Westmeath,53.3741,-7.80707
17882I,Westmeath,53.3457,-7.40561
17903N,Westmeath,53.4348,-7.90199
17932U,Westmeath,53.5589,-7.48129
17991N,Westmeath,53.4902,-7.67838
18036U,Westmeath,53.6437,-7.29795
18193N,Westmeath,53.7132,-7.45844
18212O,Westmeath,53.5284,-7.34202
18262G,Westmeath,53.4863,-7.52243
18381O,Westmeath,53.5259,-7.34616
18405C,Westmeath,53.4203,-7.94163
18484B,Westmeath,53.5245,-7.09683
18505G,Westmeath,53.4921,-7.85584
18533L,Westmeath,53.5871,-7.30292
18591C,Westmeath,53.6579,-7.53446
18598Q,Westmeath,53.6181,-7.08745
18640M,Westmeath,53.5073,-7.13817
18679Q,Westmeath,53.4239,-7.76709
18744B,Westmeath,53.5242,-7.33882
18764H,Westmeath,53.4829,-7.78977
18812P,Westmeath,53.5706,-7.2722
18864L,Westmeath,53.4464,-7.93342
19008U,Westmeath,53.5392,-7.54451
19205W,Westmeath,53.5849,-7.13061
19350I,Westmeath,53.6238,-7.39935
19607T,Westmeath,53.5116,-7.39643
19632S,Westmeath,53.3495,-7.85006
19650U,Westmeath,53.5283,-7.32705
19848S,Westmeath,53.4564,-7.10214
19948W,Westmeath,53.4271,-7.91721
20002P,Westmeath,53.5278,-7.35597
20063M,Westmeath,53.3672,-7.49247
20073P,Westmeath,53.4253,-7.93271
20188J,Westmeath,53.5255,-7.36348
20238V,Westmeath,53.5551,-7.35516
20439I,Westmeath,51.2181,-10.8631
01840C,Wexford,52.3973,-6.95188
03633H,Wexford,52.6508,-6.65325
05070W,Wexford,52.4407,-6.47374
06959G,Wexford,52.4471,-6.72378
08221J,Wexford,52.5042,-6.55575
09184L,Wexford,52.2577,-6.8741
10780L,Wexford,52.6142,-6.36514
11361T,Wexford,52.3307,-6.45319
11380A,Wexford,52.5119,-6.67901
11986N,Wexford,52.3284,-6.47621
12372G,Wexford,52.3927,-6.94063
12741L,Wexford,52.5475,-6.60262
12841P,Wexford,52.6506,-6.5505
13299E,Wexford,52.4644,-6.49947
13335F,Wexford,52.5536,-6.34124
13999J,Wexford,52.5186,-6.36298
14254K,Wexford,52.239,-6.73127
14492D,Wexford,52.3923,-6.39094
14668O,Wexford,52.4811,-6.42773
14777T,Wexford,52.627,-6.6551
14900P,Wexford,52.308,-6.85882
14903V,Wexford,52.5084,-6.28745
14909K,Wexford,52.2593,-6.80334
15177A,Wexford,52.6568,-6.6644
15354T,Wexford,52.6149,-6.42536
15367F,Wexford,52.6379,-6.23321
15407O,Wexford,52.7651,-6.35898
15419V,Wexford,52.5023,-6.38896
15420G,Wexford,52.6101,-6.30563
15937U,Wexford,52.7155,-6.40191
15940J,Wexford,52.6,-6.55018
15948C,Wexford,52.5951,-6.42622
15962T,Wexford,52.5678,-6.67728
16023B,Wexford,52.4278,-6.86418
16072O,Wexford,52.3415,-6.79368
16145P,Wexford,52.6736,-6.28877
16409A,Wexford,52.5761,-6.22969
16605A,Wexford,52.2409,-6.35185
16673R,Wexford,52.3748,-6.85515
16741I,Wexford,52.397,-6.94157
16828U,Wexford,52.4243,-6.52365
16833N,Wexford,52.5665,-6.74171
16841M,Wexford,52.4453,-6.3467
16879O,Wexford,52.2828,-6.39279
16992K,Wexford,52.2965,-6.76938
17005E,Wexford,52.3726,-6.57993
17017L,Wexford,52.3883,-6.50693
17117P,Wexford,52.7627,-6.23345
17194K,Wexford,52.2793,-6.83815
17217T,Wexford,52.3327,-6.46374
17235V,Wexford,52.7061,-6.21078
17267L,Wexford,52.6409,-6.62215
17354G,Wexford,52.6791,-6.39213
17373K,Wexford,52.3375,-6.47034
17443F,Wexford,52.3244,-6.65266
17450C,Wexford,52.203,-6.85496
17457Q,Wexford,52.3934,-6.94227
17510R,Wexford,52.6972,-6.45781
17519M,Wexford,52.5837,-6.60894
17526J,Wexford,52.3922,-6.71668
17554O,Wexford,52.2783,-6.71419
17610V,Wexford,52.7667,-6.26858
17612C,Wexford,52.351,-6.68541
17638U,Wexford,52.4496,-6.78988
17656W,Wexford,52.2247,-6.93077
17707N,Wexford,52.4984,-6.76605
17734Q,Wexford,52.3982,-6.63913
17768K,Wexford,52.7215,-6.1875
17769M,Wexford,52.246,-6.38683
17800D,Wexford,52.4339,-6.60775
17812K,Wexford,52.4973,-6.57176
17841R,Wexford,52.4137,-6.57458
17858L,Wexford,52.7303,-6.28508
17913Q,Wexford,52.3373,-6.54185
18010C,Wexford,52.4795,-6.63572
18133S,Wexford,52.2436,-6.51529
18191J,Wexford,52.3913,-6.79494
18280I,Wexford,52.674,-6.29216
18308E,Wexford,52.5256,-6.47868
18315B,Wexford,52.4811,-6.69237
18336J,Wexford,52.5548,-6.41936
18387D,Wexford,52.2512,-6.95912
18558E,Wexford,52.2863,-6.48702
18684J,Wexford,52.2859,-6.51946
18687P,Wexford,52.6366,-6.4674
18707S,Wexford,52.3867,-6.44942
18714P,Wexford,52.5841,-6.49305
18824W,Wexford,52.3367,-6.46808
18839M,Wexford,52.4112,-6.40742
19317K,Wexford,52.2326,-6.61548
19352M,Wexford,52.2071,-6.54537
19419S,Wexford,52.6734,-6.29691
19528A,Wexford,52.2454,-6.91932
19604N,Wexford,52.3102,-6.95633
19739N,Wexford,52.3359,-6.48317
19741A,Wexford,52.219,-6.38766
19890R,Wexford,52.5904,-6.49729
20003R,Wexford,52.5042,-6.5716
20008E,Wexford,52.3275,-6.4725
20057R,Wexford,52.5008,-6.57673
20165U,Wexford,52.6742,-6.31496
20214H,Wexford,52.6746,-6.3158
20333P,Wexford,52.3281,-6.48677
00973Q,Wicklow,52.9948,-6.74234
00984V,Wicklow,52.9627,-6.15112
01782O,Wicklow,52.7947,-6.23366
02276E,Wicklow,52.7978,-6.165
06176U,Wicklow,53.1804,-6.5371
07246U,Wicklow,53.2081,-6.1114
09760V,Wicklow,53.1926,-6.16874
10111O,Wicklow,53.1399,-6.48649
10131U,Wicklow,53.1063,-6.52363
10683N,Wicklow,53.1979,-6.46646
11372B,Wicklow,52.9012,-6.04968
11649S,Wicklow,53.0175,-6.12509
12413R,Wicklow,52.9898,-6.62597
12529N,Wicklow,52.9302,-6.22783
12554M,Wicklow,53.1486,-6.06825
12688K,Wicklow,52.9059,-6.60331
13224T,Wicklow,52.8275,-6.26353
13246G,Wicklow,53.0035,-6.19791
13597M,Wicklow,53.189,-6.10004
13679O,Wicklow,53.1328,-6.08513
13932A,Wicklow,52.7964,-6.15718
14045B,Wicklow,52.7899,-6.16331
14269A,Wicklow,53.0565,-6.70337
14398L,Wicklow,52.9827,-6.04576
14829M,Wicklow,52.8871,-6.14545
14972R,Wicklow,52.7095,-6.49896
15359G,Wicklow,52.7544,-6.53901
15383D,Wicklow,52.7968,-6.15533
15676S,Wicklow,52.9783,-6.04622
16027J,Wicklow,52.9885,-6.67172
16573N,Wicklow,53.147,-6.06246
16634H,Wicklow,53.0636,-6.2252
16872A,Wicklow,53.1988,-6.10666
16874E,Wicklow,52.9937,-6.0803
16924Q,Wicklow,53.0099,-6.30084
17091A,Wicklow,53.1719,-6.5285
17181B,Wicklow,52.8086,-6.15041
17223O,Wicklow,53.1934,-6.17351
17228B,Wicklow,52.9352,-6.23285
17265H,Wicklow,52.9324,-6.23336
17304O,Wicklow,52.8412,-6.35532
17500O,Wicklow,52.9155,-6.11139
17537O,Wicklow,53.1996,-6.10817
17576B,Wicklow,52.9777,-6.03903
17720F,Wicklow,53.1487,-6.07387
17810G,Wicklow,53.0548,-6.69787
17826V,Wicklow,53.0153,-6.10538
17907V,Wicklow,52.8157,-6.49477
17920N,Wicklow,53.0228,-6.61468
18033O,Wicklow,52.793,-6.45795
18054W,Wicklow,53.0913,-6.59987
18118W,Wicklow,52.7634,-6.43136
18198A,Wicklow,52.8517,-6.20566
18242A,Wicklow,52.7116,-6.5034
18357R,Wicklow,53.186,-6.21165
18365Q,Wicklow,53.1681,-6.13936
18434J,Wicklow,52.9165,-6.52406
18464S,Wicklow,53.2067,-6.11658
18470N,Wicklow,52.8728,-6.49618
18473T,Wicklow,52.8567,-6.31982
18489L,Wicklow,52.7976,-6.45737
18502A,Wicklow,52.9253,-6.63225
18962L,Wicklow,52.9934,-6.07721
19339U,Wicklow,52.9422,-6.70868
19508R,Wicklow,53.1866,-6.12396
19573F,Wicklow,53.1409,-6.08464
19584K,Wicklow,53.1919,-6.10303
19654F,Wicklow,53.1875,-6.12324
19734D,Wicklow,53.0729,-6.07419
19748O,Wicklow,52.7621,-6.52642
19754J,Wicklow,53.1881,-6.12519
20016D,Wicklow,53.1991,-6.10834
20039P,Wicklow,52.9366,-6.70003
20045K,Wicklow,52.9883,-6.07498
20080M,Wicklow,52.7917,-6.17267
20110S,Wicklow,53.1735,-6.52979
20178G,Wicklow,52.9851,-6.04325
20242M,Wicklow,53.1791,-6.50587
20243O,Wicklow,53.1666,-6.53598
20278K,Wicklow,53.0898,-6.11484
20300A,Wicklow,53.1509,-6.08382
20301C,Wicklow,53.1508,-6.08526
20346B,Wicklow,53.1106,-6.06639
